,Balancing Authority,BA,State,County,Upgrade of Existing Generator,Latitude of POI,Longitude of POI,Substation Newly Built,Transmission Voltage,Study Type,Study Year,Restudy,Revision of Study,Fuel,Nameplate MW,Request Status,Service Type,$2024 POI Cost/kW,$2024 Network Cost/kW,S_Month,S_Day,Q_Year,Q_Month,Q_Day
672,Duke Energy Florida,DEF,FL,Hernando,N,28.595,-82.269,Y,230.0,Facility,2023,N,Y,Solar,74.9,Active,ERIS,31.67,244.52,3,1,2022,11,29
673,Duke Energy Florida,DEF,FL,Hernando,N,28.595,-82.269,N,230.0,Facility,2023,N,Y,Solar,74.9,Active,ERIS,31.67,16.71,3,1,2022,11,29
674,Duke Energy Florida,DEF,FL,Sumter,N,28.947,-82.171,Y,230.0,Facility,2023,N,N,Solar,74.9,Complete,NRIS,27.89,388.53,10,9,2022,12,15
675,Duke Energy Florida,DEF,FL,Sumter,N,28.947,-82.171,N,230.0,Facility,2023,N,N,Solar,74.9,Complete,NRIS,27.52,22.34,10,9,2022,12,15
676,Duke Energy Florida,DEF,FL,Jefferson,N,30.411,-83.937,Y,115.0,Facility,2023,N,N,Solar,74.9,Complete,ERIS,80.72,82.79,9,5,2023,2,13
677,Duke Energy Florida,DEF,FL,Osceola,N,28.089,-81.186,N,230.0,Facility,2023,N,N,Solar,74.9,Active,NRIS,32.48,45.7,12,17,2023,5,1
678,Duke Energy Florida,DEF,FL,Citrus,N,28.996,-82.614,N,230.0,Facility,2023,N,Y,Storage,100.0,Complete,ERIS,19.41,42.47,12,25,2023,5,3
679,Duke Energy Florida,DEF,FL,Hamilton,N,30.448,-83.207,N,230.0,System Impact,2023,N,N,Solar,74.9,Withdrawn,ERIS,51.94,0.0,10,1,2023,7,12
680,Duke Energy Florida,DEF,FL,Hamilton,N,30.442,-83.181,N,115.0,System Impact,2023,N,N,Solar,74.9,Withdrawn,ERIS,48.28,0.0,10,1,2023,7,18
681,Duke Energy Florida,DEF,FL,Suwannee,N,30.375,-83.811,N,230.0,Facility,2023,N,N,Storage,7.6,Complete,ERIS,0.0,41.23,7,19,2022,11,19
682,Duke Energy Florida,DEF,FL,Suwannee,N,30.375,-83.811,N,230.0,Facility,2023,N,N,Storage,7.6,Complete,NRIS,0.0,41.23,7,19,2022,11,19
683,Duke Energy Florida,DEF,FL,Gilchrist,N,29.7187,-82.7108,N,230.0,Facility,2024,N,N,Solar,74.5,Active,NRIS,30.81,97.67,3,20,2023,2,20
684,Duke Energy Florida,DEF,FL,Hamilton,N,30.521,-83.226,Y,230.0,Facility,2024,N,N,Solar,74.9,Active,NRIS,25.32,298.64,1,22,2023,6,15
685,Duke Energy Florida,DEF,FL,Gilchrist,N,29.78,-82.86,Y,69.0,System Impact,2024,N,N,Solar,61.2,Active,NRIS,216.86,0.0,1,1,2023,9,13
686,Duke Energy Florida,DEF,FL,Hamilton,N,30.448,-83.207,N,230.0,System Impact,2024,N,N,Solar,74.9,Active,NRIS,46.9,0.0,1,1,2023,11,16
990,PacifiCorp,PAC,UT,Salt Lake,N,40.7406694,-112.0351583,N,12.5,Facility,2005,N,Y,Biogas,3.2,Operational,ERIS,166.25,44.11,11,23,2005,3,28
991,PacifiCorp,PAC,UT,Utah,N,40.3316,-111.7569,Y,138.0,Facility,2005,N,N,Gas,567.0,Operational,ERIS,1.26,45.2,2,21,2004,6,3
992,PacifiCorp,PAC,OR,Douglas ,N,43.2899,-123.3616,N,115.0,Facility,2005,N,N,Biomass,6.25,Operational,NRIS,129.65,11.87,11,22,2005,4,5
996,PacifiCorp,PAC,CA,Siskiyou,N,41.4324,-122.3832,N,69.0,Facility,2006,N,Y,Biomass,10.0,Operational,NRIS,63.48,16.5,5,10,2005,4,21
997,PacifiCorp,PAC,OR,Linn,N,44.7705,-122.612,N,69.0,Facility,2006,N,Y,Biomass,10.0,Operational,NRIS,72.76,29.43,8,2,2005,6,30
998,PacifiCorp,PAC,OR,Polk,N,44.9114,-123.3106,N,20.8,Facility,2007,N,N,Biogas,0.848,Operational,NRIS,564.26,0.0,6,8,2006,10,20
1000,PacifiCorp,PAC,UT,Salt Lake,N,40.5463,-112.0637,N,46.0,Facility,2007,N,N,Gas,4.8,Operational,NRIS,40.72,122.49,12,28,2007,3,30
1001,PacifiCorp,PAC,WY,Carbon,N,41.9429,-106.3851,Y,230.0,Facility,2007,N,N,Wind,100.5,Operational,ERIS,3.58,0.0,12,5,2007,1,18
1002,PacifiCorp,PAC,WY,Carbon,N,41.9429,-106.3851,Y,230.0,Facility,2007,N,N,Wind,99.0,Operational,ERIS,11.67,7.48,12,5,2007,1,18
1003,PacifiCorp,PAC,UT,Utah,N,40.0727,-111.5799,Y,46.0,Facility,2007,N,N,Wind,19.0,Operational,NRIS,27.37,14.38,1,31,2006,3,27
1006,PacifiCorp,PAC,OR,Deschutes,N,44.1344,-121.2826,N,12.47,Facility,2007,N,N,Hydro,0.75,Operational,NRIS,315.6,0.0,12,20,2007,6,12
1007,PacifiCorp,PAC,UT,Salt Lake,N,40.76,-111.8471,N,46.0,Facility,2007,N,N,Gas,7.6,Operational,NRIS,28.54,9.25,12,3,2007,5,25
1008,PacifiCorp,PAC,OR,Linn,N,44.54708,-123.27198,N,20.8,Facility,2008,N,N,Biogas,1.6,Operational,NRIS,177.36,0.0,8,27,2007,12,26
1009,PacifiCorp,PAC,WY,Carbon,N,41.6526,-106.1907,N,230.0,Facility,2008,N,N,Wind,88.5,Operational,Unknown,7.0,3.19,4,2,2007,1,29
1010,PacifiCorp,PAC,WY,Carbon,N,41.6526,-106.1907,N,230.0,Facility,2008,N,N,Wind,99.0,Operational,ERIS,18.04,23.86,4,2,2007,1,29
1011,PacifiCorp,PAC,OR,Benton,N,44.56497,-123.2892,N,20.8,Facility,2008,N,Y,Gas,6.475,Operational,NRIS,161.35,5.99,11,10,2007,12,5
1014,PacifiCorp,PAC,OR,Morrow,N,45.7619,-119.9971,N,34.5,Facility,2008,N,N,Wind,8.25,Operational,NRIS,311.58,3.04,2,25,2006,1,17
1015,PacifiCorp,PAC,WY,Carbon,N,42.8615,-105.7787,Y,230.0,Facility,2008,N,N,Wind,297.0,Operational,ERIS,6.98,60.93,3,21,2007,3,5
1016,PacifiCorp,PAC,UT,Salt Lake,N,40.5804,-111.8149,N,25.0,System Impact,2008,N,N,Hydro,0.85,Operational,NRIS,149.78,0.0,1,23,2007,7,13
1017,PacifiCorp,PAC,WY,Converse,N,42.8615,-105.7787,N,230.0,System Impact,2008,N,N,Wind,253.0,Operational,ERIS,10.71,13.41,4,28,2007,8,8
1018,PacifiCorp,PAC,UT,Box Elder,N,41.6633,-112.4268,N,46.0,Fast Track,2009,N,N,Wind Hybrid,0.0382,Operational,ERIS,300.18,0.0,9,14,2009,8,7
1021,PacifiCorp,PAC,OR,Deschutes,N,44.1424,-121.27,Y,69.0,Facility,2009,N,Y,Hydro,5.0,Operational,NRIS,150.96,7.49,11,3,2008,11,14
1022,PacifiCorp,PAC,WY,Converse,N,42.8828,-105.9491,Y,230.0,Facility,2009,N,N,Wind,99.0,Operational,ERIS,2.46,22.32,4,16,2008,5,12
1024,PacifiCorp,PAC,WY,Natrona,N,42.879,-106.2821,Y,69.0,Facility,2009,N,Y,Wind,19.5,Operational,NRIS,160.64,11.36,1,16,2007,11,8
1026,PacifiCorp,PAC,OR,Klamath,N,42.1759306,-121.698,N,12.0,Facility,2010,N,N,Hydro,1.0,Operational,NRIS,303.25,0.0,7,23,2009,10,13
1027,PacifiCorp,PAC,OR,Clatsop,N,46.1604,-123.6234,N,12.47,Fast Track,2010,N,N,Hydro,0.032,Operational,NRIS,1208.43,0.0,12,7,2010,9,15
1028,PacifiCorp,PAC,OR,Multnomah,N,45.5555,-122.6478,N,12.0,Facility,2010,N,N,Hydro,0.03,Operational,NRIS,3076.46,0.0,4,12,2009,10,5
1030,PacifiCorp,PAC,WY,Converse,N,42.5118575,-105.6577222,Y,230.0,Facility,2010,N,N,Wind,48.3,Operational,NRIS,38.37,15.79,10,14,2009,12,3
1031,PacifiCorp,PAC,UT,Beaver,N,38.56095,-112.58083,Y,138.0,Facility,2010,N,N,Geothermal,25.0,Operational,ERIS,151.05,371.77,10,8,2009,12,22
1032,PacifiCorp,PAC,UT,Utah,N,40.3324,-111.7556,Y,345.0,Facility,2010,N,N,Gas,636.0,Operational,ERIS,7.27,48.63,9,16,2009,10,27
1033,PacifiCorp,PAC,OR,Marion,N,44.8101,-122.7915,N,20.8,Facility,2010,N,Y,Biogas,0.165,Operational,NRIS,765.34,0.0,6,25,2009,11,13
1034,PacifiCorp,PAC,OR,Morrow,N,45.7619,-119.9971,N,34.5,Facility,2011,N,N,Biogas,3.2,Operational,NRIS,455.56,4.63,4,8,2010,11,11
1035,PacifiCorp,PAC,WY,Converse,N,42.7791361,-105.8963333,N,230.0,Facility,2011,N,N,Wind,49.5,Operational,NRIS,6.49,0.0,3,11,2010,6,1
1036,PacifiCorp,PAC,ID,Bonneville,N,39.9419,-111.9008,N,161.0,Facility,2011,N,N,Wind,120.0,Operational,NRIS,3.42,0.62,3,10,2010,6,10
1037,PacifiCorp,PAC,OR,Lake ,N,42.1891,-120.3658,N,12.0,Facility,2011,N,N,Solar,2.0,Operational,ERIS,586.82,0.0,11,9,2011,5,20
1038,PacifiCorp,PAC,UT,Salt Lake,N,40.5646,-112.0282,N,12.5,Fast Track,2011,N,N,Solar,0.585398,Operational,NRIS,213.63,0.0,9,16,2011,8,4
1039,PacifiCorp,PAC, UT,Iron,N,37.8832,-112.9096,N,138.0,Facility,2011,N,N,Solar,40.0,Operational,NRIS,11.91,35.93,1,14,2010,3,8
1040,PacifiCorp,PAC,WY,Carbon,N,41.7452,-107.207,N,34.5,Fast Track,2011,N,N,Wind,0.1,Operational,NRIS,187.96,0.0,2,16,2010,12,20
1041,PacifiCorp,PAC,UT,Salt Lake,N,40.5804,-111.8149,N,24.9,Facility,2011,N,N,Hydro,0.261,Operational,NRIS,170.12,0.0,4,21,2010,8,9
1042,PacifiCorp,PAC,WY,Park,N,44.3887,-108.9871,N,24.9,Fast Track,2011,N,N,Wind,0.1,Operational,NRIS,222.0,0.0,2,17,2010,12,13
1043,PacifiCorp,PAC,UT,Beaver,N,38.2854,-113.0291,N,24.9,Facility,2011,N,N,Biomass,2.8,Operational,ERIS,121.57,303.4,3,1,2010,5,17
1044,PacifiCorp,PAC,OR,Douglas ,N,43.1766,-123.3722,N,20.8,Facility,2011,N,N,Gas,1.6,Operational,NRIS,602.18,62.9,5,25,2010,12,22
1046,PacifiCorp,PAC,OR,Douglas,N,43.4157,-123.3457,N,20.8,System Impact,2011,N,N,Biogas,1.6,Withdrawn,NRIS,919.92,0.0,3,23,2011,1,18
1047,PacifiCorp,PAC,OR,Morrow,N,45.7619,-119.9971,N,34.5,System Impact,2011,N,N,Biogas,4.8,Withdrawn,NRIS,303.71,3.08,4,12,2011,2,14
1049,PacifiCorp,PAC,OR,Klamath,N,42.1737,-121.6203,Y,69.0,Facility,2011,N,N,Geothermal,8.0,Withdrawn,NRIS,549.64,14.06,8,17,2011,2,28
1050,PacifiCorp,PAC,OR,Crook,N,44.2649,-120.8228,Y,12.47,System Impact,2011,N,N,Solar,10.0,Withdrawn,NRIS,365.12,2.96,8,15,2011,3,4
1052,PacifiCorp,PAC,OR,Umatilla,N,45.907,-119.2429,Y,230.0,Feasibility,2011,N,N,Wind,200.0,Withdrawn,NRIS,155.4,962.01,7,1,2011,3,31
1053,PacifiCorp,PAC,OR,Jefferson,N,44.571091,-121.158783,N,12.47,System Impact,2011,N,N,Solar,2.75,Withdrawn,NRIS,313.76,0.0,7,25,2011,4,13
1054,PacifiCorp,PAC,OR,Polk,N,44.8515,-123.201,N,20.8,System Impact,2011,N,N,Biogas,1.64,Withdrawn,NRIS,444.9,0.0,7,27,2011,4,15
1055,PacifiCorp,PAC,OR,Lake,N,42.1891,-120.3658,N,12.0,Facility,2011,N,N,Solar,2.0,Withdrawn,ERIS,435.86,3.7,1,26,2011,6,28
1056,PacifiCorp,PAC,OR,Linn,N,44.6672,-123.07284,Y,115.0,Feasibility,2011,N,N,Other,50.0,Withdrawn,NRIS,106.56,1.18,10,6,2011,7,5
1057,PacifiCorp,PAC,ID,Bonneville,N,43.5344,-112.2229,Y,161.0,Feasibility,2011,N,N,Wind,192.0,Withdrawn,NRIS,7.71,648.89,12,23,2011,8,26
1058,PacifiCorp,PAC,OR,Jefferson,N,44.507455,-121.252987,N,12.5,Facility,2012,N,N,Hydro,0.3,Operational,NRIS,813.16,0.0,8,24,2012,2,24
1059,PacifiCorp,PAC,OR,Klamath,N,42.2495,-121.801,N,12.0,Facility,2012,N,Y,Geothermal,1.75,Operational,NRIS,156.92,0.0,11,13,2012,3,8
1060,PacifiCorp,PAC,OR,Jefferson,N,44.5206,-121.1075,Y,12.47,Facility,2012,N,N,Hydro,2.99,Operational,NRIS,532.58,185.14,6,12,2011,2,25
1061,PacifiCorp,PAC,UT,San Juan,N,37.8886278,-109.3788139,N,138.0,Facility,2012,N,N,Wind,60.0,Operational,NRIS,70.23,1.99,3,16,2011,3,30
1062,PacifiCorp,PAC,UT,Beaver,N,38.2841,-113.0294,N,25.0,System Impact,2012,N,N,Geothermal,11.0,Operational,ERIS,2.11,0.0,5,1,2012,3,12
1063,PacifiCorp,PAC,WY,Carbon,N,42.37045,-106.56648,N,230.0,Facility,2012,N,N,Wind,234.6,Withdrawn,ERIS,7.42,15.41,4,9,2011,3,4
1064,PacifiCorp,PAC, OR,Lake,N,42.1891,-120.3658,N,115.0,Facility,2012,N,N,Geothermal,19.5,Withdrawn,ERIS,95.52,941.06,10,16,2011,7,5
1065,PacifiCorp,PAC,OR,Deschutes,N,44.0776,-121.3656,N,12.47,Facility,2012,N,N,Hydro,1.6,Withdrawn,NRIS,581.18,0.0,1,1,2011,7,27
1066,PacifiCorp,PAC,OR,Multnomah ,N,45.5631,-122.5998,N,12.5,System Impact,2012,N,N,Biogas,8.556,Withdrawn,NRIS,97.98,43.98,4,1,2011,9,6
1067,PacifiCorp,PAC,UT,Sanpete,N,39.5218,-111.5897,Y,46.0,System Impact,2012,N,N,Biogas,11.8,Withdrawn,NRIS,385.4,64.03,4,1,2011,11,7
1068,PacifiCorp,PAC,UT,Emery,N,39.2668,-110.3396,Y,138.0,Feasibility,2012,N,N,Gas,65.0,Withdrawn,NRIS,17.88,201.18,4,13,2012,1,9
1070,PacifiCorp,PAC,OR,Umatilla,N,45.8845,-118.4021,Y,69.0,Facility,2012,N,N,Wind,98.4,Withdrawn,ERIS,33.81,9.61,11,15,2012,2,16
1071,PacifiCorp,PAC,ID,Caribou,N,42.5146,-111.7937,N,12.47,Fast Track,2012,N,N,Hydro,0.1,Withdrawn,NRIS,900.83,0.0,5,1,2012,2,17
1072,PacifiCorp,PAC,UT,Sanpete,N,39.2684,-111.6464,Y,46.0,System Impact,2012,N,N,Hydro,1.36,Withdrawn,NRIS,2278.77,673.06,8,9,2012,3,19
1073,PacifiCorp,PAC,OR,Jefferson,N,44.7653,-121.2345,N,20.8,System Impact,2012,N,N,Biomass,9.0,Withdrawn,ERIS,55.37,2.42,11,5,2012,8,27
1074,PacifiCorp,PAC,CA,Siskiyou,N,41.832,-122.0047,N,12.0,Fast Track,2012,N,N,Hydro,0.1,Withdrawn,NRIS,1166.71,0.0,12,27,2012,12,5
1075,PacifiCorp,PAC,OR,Crook,N,44.2254,-120.9328,N,115.0,System Impact,2013,N,N,Solar,34.56,Active,ERIS,20.46,58.91,3,13,2012,10,16
1076,PacifiCorp,PAC,UT,Beaver,N,38.2737,-112.6618,N,12.47,Facility,2013,N,N,Solar,2.2,Operational,NRIS,1535.91,0.0,12,10,2013,3,19
1078,PacifiCorp,PAC,UT,Iron,N,37.7561,-113.0466,N,12.5,Facility,2013,N,N,Solar,3.0,Operational,NRIS,579.55,0.0,12,10,2013,3,19
1079,PacifiCorp,PAC,UT,Iron,N,37.5108,-113.6591,N,12.47,Facility,2013,N,N,Solar,3.0,Operational,NRIS,388.44,52.81,12,10,2013,3,8
1080,PacifiCorp,PAC,ID,Madison,N,43.8171,-111.7862,N,12.47,Facility,2013,N,N,Gas,5.6,Operational,NRIS,154.27,0.0,5,21,2012,10,11
1082,PacifiCorp,PAC,UT,Iron,N,37.7543,-113.0301,Y,34.5,Facility,2013,N,N,Solar,3.0,Operational,NRIS,1718.31,316.63,7,2,2013,1,10
1083,PacifiCorp,PAC,UT,Beaver,N,37.88279535,-112.902113,N,34.5,Facility,2013,N,N,Solar,3.0,Operational,NRIS,926.32,0.0,12,10,2013,3,19
1084,PacifiCorp,PAC,UT,Millard,N,39.1544,-112.3632,N,46.0,Facility,2013,N,N,Solar,50.0,Operational,NRIS,40.0,5.43,11,26,2012,12,21
1085,PacifiCorp,PAC,ID,Franklin,N,42.0906,-111.8666,N,12.47,Facility,2013,N,N,Hydro,0.5,Operational,NRIS,272.01,0.0,4,26,2012,9,17
1086,PacifiCorp,PAC,UT,Beaver,N,38.2854,-113.0291,N,12.47,Facility,2013,N,N,Solar,3.0,Operational,NRIS,363.92,0.0,12,10,2013,3,19
1087,PacifiCorp,PAC,UT,Beaver,N,38.2854,-113.0291,N,12.47,Facility,2013,N,N,Solar,3.0,Operational,NRIS,351.54,0.0,12,10,2013,3,19
1088,PacifiCorp,PAC,UT,Beaver,N,38.2854,-113.0291,N,12.5,Facility,2013,N,N,Solar,3.0,Operational,NRIS,670.03,150.1,7,2,2013,1,18
1089,PacifiCorp,PAC,UT,Salt Lake,N,40.6107,-111.9392,N,138.0,Facility,2013,N,N,Storage,6.3,Operational,NRIS,54.65,18.82,1,11,2012,8,9
1090,PacifiCorp,PAC,UT,Iron,N,37.6633,-113.1459,N,34.5,Facility,2013,N,N,Solar,3.0,Operational,NRIS,297.68,10.48,8,28,2013,2,28
1091,PacifiCorp,PAC,UT,Iron,N,37.6633,-113.1459,N,34.5,Facility,2013,N,N,Solar,3.0,Operational,NRIS,379.87,10.48,8,28,2013,2,28
1092,PacifiCorp,PAC,UT,Iron,N,37.6633,-113.1459,N,34.5,Facility,2013,N,N,Solar,3.0,Operational,NRIS,1029.76,160.67,8,28,2013,2,28
1093,PacifiCorp,PAC,UT,Iron,N,37.6633,-113.1459,N,34.5,System Impact,2013,N,N,Solar,3.0,Operational,NRIS,328.3,0.0,5,9,2013,2,11
1094,PacifiCorp,PAC,UT,Iron,N,37.6633,-113.1459,N,34.5,Facility,2013,N,N,Solar,3.0,Operational,NRIS,175.77,0.0,7,2,2013,1,10
1095,PacifiCorp,PAC,WA,Yakima,N,46.3919,-120.3044,N,12.5,Facility,2013,N,Y,Solar,5.0,Withdrawn,NRIS,211.69,0.0,2,22,2012,3,29
1096,PacifiCorp,PAC,WY,Sublette,N,42.242,-110.1558,N,230.0,Facility,2013,N,N,Gas,153.1,Withdrawn,NRIS,28.46,33.13,5,31,2012,6,1
1097,PacifiCorp,PAC,UT,San Juan,N,38.0241,-109.3164,Y,138.0,Facility,2013,N,N,Wind,79.9,Withdrawn,NRIS,110.41,19.76,12,31,2012,6,26
1098,PacifiCorp,PAC,WY,Sweetwater,N,41.5367,-109.2727,N,230.0,Facility,2013,N,N,Wind,80.0,Withdrawn,NRIS,67.86,4.55,4,19,2012,7,18
1099,PacifiCorp,PAC,OR,Klamath,N,42.1737,-121.6203,Y,69.0,Facility,2013,N,N,Geothermal,10.0,Withdrawn,NRIS,318.63,9.6,8,20,2012,7,20
1100,PacifiCorp,PAC,OR,Klamath,N,42.0637,-121.41862,Y,69.0,Facility,2013,N,N,Geothermal,12.0,Withdrawn,ERIS,323.05,31.79,1,23,2012,7,19
1101,PacifiCorp,PAC,CA,Siskiyou,N,41.9086,-121.761,Y,69.0,Facility,2013,N,N,Geothermal,12.0,Withdrawn,ERIS,341.2,33.1,1,23,2012,7,19
1102,PacifiCorp,PAC,UT,Iron,N,37.6392,-113.5966,Y,138.0,Feasibility,2013,N,N,Solar,50.0,Withdrawn,NRIS,22.86,228.58,1,4,2012,9,4
1103,PacifiCorp,PAC,WY,Carbon,N,42.3536,-106.56648,Y,230.0,Feasibility,2013,N,N,Wind,80.0,Withdrawn,NRIS,12.95,1223.98,1,11,2012,10,4
1104,PacifiCorp,PAC,OR,Umatilla,N,45.9004,-119.1589,Y,230.0,Feasibility,2013,N,N,Wind,98.9,Withdrawn,NRIS,11.56,2127.05,2,12,2012,10,9
1105,PacifiCorp,PAC,OR,Klamath,N,42.04668,-121.8679,N,69.0,System Impact,2013,N,N,Geothermal,12.0,Withdrawn,NRIS,414.48,18.81,4,8,2012,11,19
1106,PacifiCorp,PAC,UT,Iron,N,37.6858,-113.084,N,12.5,Facility,2013,N,N,Solar,2.97,Withdrawn,NRIS,1058.34,0.0,7,25,2013,1,2
1107,PacifiCorp,PAC,ID,Franklin,N,42.184,-111.9799,N,12.5,Facility,2013,N,N,Biogas,1.6,Withdrawn,NRIS,799.14,190.54,10,16,2013,1,7
1108,PacifiCorp,PAC,UT,Beaver,N,38.2737,-112.6618,N,12.5,Facility,2013,N,N,Solar,2.1,Withdrawn,NRIS,695.67,0.0,7,22,2013,1,10
1109,PacifiCorp,PAC,UT,Beaver,N,38.2737,-112.6618,N,12.5,Facility,2013,N,N,Solar,2.1,Withdrawn,NRIS,1207.74,0.0,7,22,2013,1,10
1110,PacifiCorp,PAC,OR,Lake,N,42.1891,-120.3658,N,12.0,Facility,2013,N,Y,Solar,2.5,Withdrawn,NRIS,139.89,94.75,8,14,2013,1,14
1111,PacifiCorp,PAC,UT,Millard,N,39.2057,-113.1607,Y,230.0,Facility,2013,N,N,Wind,159.8,Withdrawn,NRIS,115.1,4.43,11,27,2013,1,18
1112,PacifiCorp,PAC,UT,Iron,N,37.7561,-113.0466,N,12.5,Facility,2013,N,N,Solar,2.97,Withdrawn,NRIS,1023.47,0.0,9,10,2013,2,11
1113,PacifiCorp,PAC,UT,Iron,N,37.4851,-113.2214,N,69.0,Feasibility,2013,N,N,Solar,25.6,Withdrawn,NRIS,135.89,7.81,5,2,2013,2,11
1114,PacifiCorp,PAC,UT,Duchesne,N,40.2544,-110.1438,N,138.0,Feasibility,2013,N,N,Solar,40.0,Withdrawn,NRIS,15.54,751.46,5,2,2013,2,11
1116,PacifiCorp,PAC,UT,Washington,N,37.6118,-113.6605,N,138.0,Feasibility,2013,N,N,Wind,79.86,Withdrawn,NRIS,156.08,0.72,10,7,2013,3,1
1117,PacifiCorp,PAC,UT,Beaver,N,38.3862,-113.0156,N,12.5,System Impact,2013,N,N,Solar,3.0,Withdrawn,NRIS,1283.05,501.69,7,2,2013,3,15
1118,PacifiCorp,PAC,OR,Jefferson,N,44.571091,-121.158783,N,12.47,Facility,2013,N,N,Solar,4.8,Withdrawn,NRIS,74.38,34.58,10,15,2013,4,10
1119,PacifiCorp,PAC,WY,Sweetwater,N,41.6662,-109.7129,N,230.0,Feasibility,2013,N,N,Other,300.0,Withdrawn,NRIS,6.19,410.97,9,27,2013,6,11
1120,PacifiCorp,PAC,OR,Klamath,N,42.4029917,-121.0461139,N,12.0,System Impact,2013,N,N,Solar,4.5,Withdrawn,NRIS,114.8,200.71,8,13,2013,6,18
1121,PacifiCorp,PAC,OR,Klamath,N,42.1678,-121.8225,N,69.0,Feasibility,2013,N,N,Solar,5.0,Withdrawn,NRIS,182.86,0.0,11,6,2013,6,12
1122,PacifiCorp,PAC,UT,Iron,N,37.8008,-113.1594,N,138.0,Feasibility,2013,N,N,Solar,50.4,Withdrawn,NRIS,18.42,143.15,10,18,2013,8,1
1123,PacifiCorp,PAC,UT,Iron,N,37.6633,-113.1459,N,34.5,System Impact,2013,N,N,Solar,3.0,Withdrawn,NRIS,145.48,0.0,2,7,2013,10,22
1124,PacifiCorp,PAC,OR,Klamath,N,42.4029917,-121.0461139,N,12.0,Facility,2014,N,N,Solar,5.0,Operational,ERIS,160.3,373.43,10,30,2014,5,28
1125,PacifiCorp,PAC,OR,Jefferson,N,44.665,-121.129,N,12.47,Facility,2014,N,N,Solar,10.0,Operational,NRIS,174.12,0.0,12,1,2014,3,13
1126,PacifiCorp,PAC,OR,Jefferson,N,44.571091,-121.158783,N,12.47,Facility,2014,N,N,Solar,10.0,Operational,NRIS,293.75,0.0,12,17,2014,3,13
1127,PacifiCorp,PAC,UT,Washington,N,37.34669,-113.7615,N,34.5,Facility,2014,N,N,Other,7.5,Operational,ERIS,436.08,77.87,8,7,2014,2,11
1128,PacifiCorp,PAC,UT,Beaver,N,38.3862,-113.0156,N,12.5,Facility,2014,N,N,Solar,3.0,Operational,NRIS,406.93,0.0,1,16,2013,8,22
1129,PacifiCorp,PAC,UT,Beaver,N,38.3862,-113.0156,N,12.5,Facility,2014,N,N,Solar,2.97,Operational,NRIS,338.99,0.0,1,13,2013,6,27
1130,PacifiCorp,PAC,UT,Davis,N,41.06522,-111.98551,N,138.0,Fast Track,2014,N,N,Solar,0.9936,Operational,ERIS,23.46,0.0,12,5,2014,10,23
1131,PacifiCorp,PAC,UT,Salt Lake,N,40.6681,-111.9488,N,138.0,Feasibility,2014,N,N,Solar,0.355,Operational,NRIS,142.4,0.0,6,4,2014,4,1
1132,PacifiCorp,PAC,UT,Beaver,N,38.487531,-113.019359,N,345.0,Facility,2014,N,N,Solar,80.0,Operational,NRIS,25.8,0.53,10,16,2014,2,27
1133,PacifiCorp,PAC,UT,Beaver,N,38.487531,-113.019359,N,345.0,Facility,2014,N,N,Solar,80.0,Operational,NRIS,5.09,0.0,7,25,2013,9,13
1134,PacifiCorp,PAC,UT,Beaver,N,38.487531,-113.019359,N,345.0,Facility,2014,N,N,Solar,80.0,Operational,NRIS,208.17,18.17,7,25,2013,9,13
1135,PacifiCorp,PAC,UT,Iron,N,37.634334,-113.601542,Y,138.0,Facility,2014,N,N,Solar,80.0,Operational,NRIS,118.92,13.08,7,25,2013,9,13
1137,PacifiCorp,PAC,UT,Millard,N,39.1544,-112.3632,N,46.0,Facility,2014,N,N,Solar,50.0,Operational,NRIS,31.45,6.18,9,15,2013,11,7
1138,PacifiCorp,PAC,OR,Deschutes,N,44.0568,-121.2324,N,12.47,Facility,2014,N,N,Solar,10.0,Operational,NRIS,150.81,0.0,4,7,2014,6,10
1139,PacifiCorp,PAC,OR,Deschutes,N,44.0568,-121.2324,N,12.47,Facility,2014,N,N,Solar,10.0,Operational,NRIS,95.34,0.0,12,18,2014,5,16
1140,PacifiCorp,PAC,OR,Deschutes,N,44.0568,-121.2324,N,12.47,Facility,2014,N,N,Solar,10.0,Operational,NRIS,88.88,0.0,12,15,2014,5,16
1141,PacifiCorp,PAC,OR,Klamath,N,42.1934,-121.766,N,12.0,Feasibility,2014,N,N,Solar,0.83,Operational,NRIS,221.29,0.0,7,16,2014,6,18
1142,PacifiCorp,PAC,UT,Iron,N,37.8008,-113.1594,N,138.0,Facility,2014,N,N,Solar,80.0,Operational,NRIS,87.06,0.7,8,29,2013,9,10
1143,PacifiCorp,PAC,UT,Salt Lake,N,40.76,-111.8471,N,138.0,Feasibility,2014,N,N,Solar,0.0276,Operational,NRIS,1628.04,0.0,6,4,2014,4,8
1144,PacifiCorp,PAC,UT,Salt Lake,N,40.76,-111.8471,N,138.0,Feasibility,2014,N,N,Solar,0.0828,Operational,NRIS,542.68,0.0,6,4,2014,4,8
1145,PacifiCorp,PAC,UT,San Juan,N,37.3042,-109.5484,N,138.0,System Impact,2014,N,Y,Solar,50.0,Withdrawn,NRIS,31.87,6616.08,6,17,2013,2,11
1146,PacifiCorp,PAC,OR,Klamath,N,42.01331,-121.4177,N,12.0,Facility,2014,N,N,Solar,2.0,Withdrawn,NRIS,360.66,0.0,1,9,2013,6,12
