index,q_id,q_status,q_date,prop_date,on_date,wd_date,IA_status_raw,IA_status_clean,County,state,region,utility,entity,developer,cluster,service,project_type,type1,mw1,type_clean,q_year,prop_year,q_month,q_day,q_dayofweek,Biomass_x,Geothermal_x,Small Hydro_x,Solar Photovoltaic_x,Solar Thermal_x,Wind_x,Total_x,Biomass_GWh,Geothermal_GWh,Small Hydro_GWh,Solar Photovoltaic_GWh,Solar Thermal_GWh,Wind_GWh,Total_GWh,Biomass_gen,Geothermal_gen,Small Hydro_gen,Solar Photovoltaic_gen,Solar Thermal_gen,Wind_gen,Total_gen (GWh)
1901,1239,withdrawn,2016-05-02,2026-12-31,,2024-06-18,Terminated,Withdrawn,Merced,CA,CAISO,PGAE,CAISO,,C09,ERIS,Generation,Solar,28.35,Solar,2016.0,2026.0,5,2,0,13,0,31,342,0,18,404,113.88,0.0,271.56,2995.92,0.0,157.68,3539.04,51,0,12,843,0,10,916
1902,1240,withdrawn,2016-05-02,2019-12-31,,2017-05-04,,System Impact Study,Kings,CA,CAISO,PGAE,CAISO,,C09,NRIS,Generation,Solar,20.52,Solar,2016.0,2019.0,5,2,0,0,0,0,1554,0,0,1554,0.0,0.0,0.0,13613.04,0.0,0.0,13613.04,0,0,0,3678,0,0,3678
1903,1241,withdrawn,2016-05-02,2020-12-31,,2017-03-10,,System Impact Study,Fresno,CA,CAISO,PGAE,CAISO,,C09,NRIS,Generation,Solar,310.791,Solar,2016.0,2020.0,5,2,0,56,0,35,1010,0,0,1101,490.56,0.0,306.6,8847.6,0.0,0.0,9644.76,138,0,19,2173,0,0,2330
1904,1245,withdrawn,2016-05-02,2021-05-01,,2017-05-12,,Feasibility Study,Fresno,CA,CAISO,PGAE,CAISO,,C09,NRIS,Generation,Flywheel,122.4,Other Storage,2016.0,2021.0,5,2,0,56,0,35,1010,0,0,1101,490.56,0.0,306.6,8847.6,0.0,0.0,9644.76,138,0,19,2173,0,0,2330
1905,1247,withdrawn,2016-05-02,2020-12-31,,2016-07-06,,Feasibility Study,Fresno,CA,CAISO,PGAE,CAISO,,C09,NRIS,Generation,Solar,41.0,Solar,2016.0,2020.0,5,2,0,56,0,35,1010,0,0,1101,490.56,0.0,306.6,8847.6,0.0,0.0,9644.76,138,0,19,2173,0,0,2330
1906,1248,withdrawn,2016-05-02,2020-11-01,,2017-05-01,,System Impact Study,Fresno,CA,CAISO,PGAE,CAISO,,C09,NRIS,Generation,Solar,105.5,Solar,2016.0,2020.0,5,2,0,56,0,35,1010,0,0,1101,490.56,0.0,306.6,8847.6,0.0,0.0,9644.76,138,0,19,2173,0,0,2330
1907,1249,withdrawn,2016-05-02,2018-12-01,,2017-05-17,,System Impact Study,Fresno,CA,CAISO,PGAE,CAISO,,C09,NRIS,Generation,Solar,202.922,Solar,2016.0,2018.0,5,2,0,56,0,35,1010,0,0,1101,490.56,0.0,306.6,8847.6,0.0,0.0,9644.76,138,0,19,2173,0,0,2330
1908,125,operational,2006-08-22,,2014-12-04,,Executed,IA Executed,San Bernardino,CA,CAISO,SCE,CAISO,,,NRIS,Generation,Solar,250.0,Solar,2006.0,,8,22,1,0,0,38,987,734,7,1766,0.0,0.0,332.88,8646.12,6429.84,61.32,15470.16,0,0,18,2054,1487,7,3566
1909,1250,withdrawn,2016-05-02,2020-12-31,,2017-03-10,,System Impact Study,Madera,CA,CAISO,PGAE,CAISO,,C09,NRIS,Generation,Solar,102.75,Solar,2016.0,2020.0,5,2,0,38,0,68,77,0,0,182,332.88,0.0,595.68,674.52,0.0,0.0,1594.32,53,0,104,155,0,0,312
1910,1251,withdrawn,2016-05-02,2019-11-01,,2017-05-04,,System Impact Study,Fresno,CA,CAISO,PGAE,CAISO,,C09,NRIS,Generation,Solar,42.2,Solar,2016.0,2019.0,5,2,0,56,0,35,1010,0,0,1101,490.56,0.0,306.6,8847.6,0.0,0.0,9644.76,138,0,19,2173,0,0,2330
1911,1252,withdrawn,2016-05-02,2020-12-30,,2017-03-10,,System Impact Study,Fresno,CA,CAISO,PGAE,CAISO,,C09,NRIS,Generation,Solar,71.59,Solar,2016.0,2020.0,5,2,0,56,0,35,1010,0,0,1101,490.56,0.0,306.6,8847.6,0.0,0.0,9644.76,138,0,19,2173,0,0,2330
1912,1253,withdrawn,2016-05-02,2019-12-31,,2017-05-04,,System Impact Study,Fresno,CA,CAISO,PGAE,CAISO,,C09,NRIS,Generation,Solar,20.52,Solar,2016.0,2019.0,5,2,0,56,0,35,1010,0,0,1101,490.56,0.0,306.6,8847.6,0.0,0.0,9644.76,138,0,19,2173,0,0,2330
1913,1254,withdrawn,2016-05-02,2019-07-01,,2017-03-13,,System Impact Study,Kern,CA,CAISO,PGAE,CAISO,,C09,NRIS,Generation,Solar,158.18,Solar,2016.0,2019.0,5,2,0,127,0,75,4412,0,3576,8190,1112.52,0.0,657.0,38649.12,0.0,31325.76,71744.4,186,0,149,10230,0,7869,18434
1914,1255,withdrawn,2016-05-02,2020-12-31,,2017-03-15,,System Impact Study,Kern,CA,CAISO,PGAE,CAISO,,C09,NRIS,Generation,Solar,40.0,Solar,2016.0,2020.0,5,2,0,127,0,75,4412,0,3576,8190,1112.52,0.0,657.0,38649.12,0.0,31325.76,71744.4,186,0,149,10230,0,7869,18434
1915,1256,withdrawn,2016-05-02,2020-12-31,,2017-03-13,,System Impact Study,Kern,CA,CAISO,PGAE,CAISO,,C09,NRIS,Generation,Solar,91.74,Solar,2016.0,2020.0,5,2,0,127,0,75,4412,0,3576,8190,1112.52,0.0,657.0,38649.12,0.0,31325.76,71744.4,186,0,149,10230,0,7869,18434
1916,1257,withdrawn,2016-05-02,2020-12-31,,2016-07-06,,System Impact Study,Kern,CA,CAISO,PGAE,CAISO,,C09,NRIS,Generation,Solar,22.37,Solar,2016.0,2020.0,5,2,0,127,0,75,4412,0,3576,8190,1112.52,0.0,657.0,38649.12,0.0,31325.76,71744.4,186,0,149,10230,0,7869,18434
1917,1258,withdrawn,2016-05-02,2020-12-31,,2017-03-10,,Feasibility Study,Kern,CA,CAISO,PGAE,CAISO,,C09,NRIS,Generation,Solar,232.16,Solar,2016.0,2020.0,5,2,0,127,0,75,4412,0,3576,8190,1112.52,0.0,657.0,38649.12,0.0,31325.76,71744.4,186,0,149,10230,0,7869,18434
1921,1261,withdrawn,2016-05-02,2020-12-30,,2016-07-06,,Feasibility Study,Kern,CA,CAISO,PGAE,CAISO,,C09,NRIS,Generation,Solar,206.27,Solar,2016.0,2020.0,5,2,0,127,0,75,4412,0,3576,8190,1112.52,0.0,657.0,38649.12,0.0,31325.76,71744.4,186,0,149,10230,0,7869,18434
1922,1262,withdrawn,2016-05-02,2019-07-01,,2017-04-10,,Feasibility Study,Kern,CA,CAISO,PGAE,CAISO,,C09,NRIS,Generation,Solar,158.28,Solar,2016.0,2019.0,5,2,0,127,0,75,4412,0,3576,8190,1112.52,0.0,657.0,38649.12,0.0,31325.76,71744.4,186,0,149,10230,0,7869,18434
1923,1263,withdrawn,2016-05-02,2020-12-31,,2017-03-09,,Feasibility Study,Kern,CA,CAISO,PGAE,CAISO,,C09,NRIS,Generation,Solar,101.3,Solar,2016.0,2020.0,5,2,0,127,0,75,4412,0,3576,8190,1112.52,0.0,657.0,38649.12,0.0,31325.76,71744.4,186,0,149,10230,0,7869,18434
1924,1264,withdrawn,2016-05-02,2020-12-31,,2017-03-10,,Feasibility Study,Kern,CA,CAISO,PGAE,CAISO,,C09,NRIS,Generation,Solar,51.15,Solar,2016.0,2020.0,5,2,0,127,0,75,4412,0,3576,8190,1112.52,0.0,657.0,38649.12,0.0,31325.76,71744.4,186,0,149,10230,0,7869,18434
1925,1265,withdrawn,2016-05-02,2019-03-31,,2017-05-16,,System Impact Study,Kings,CA,CAISO,PGAE,CAISO,,C09,NRIS,Generation,Solar,20.0,Solar,2016.0,2019.0,5,2,0,0,0,0,1554,0,0,1554,0.0,0.0,0.0,13613.04,0.0,0.0,13613.04,0,0,0,3678,0,0,3678
1926,1266,withdrawn,2016-05-02,2018-05-31,,2016-06-22,,Feasibility Study,El Dorado,CA,CAISO,PGAE,CAISO,,C09,NRIS,Generation,Battery,50.5,Battery,2016.0,2018.0,5,2,0,0,0,70,0,0,0,70,0.0,0.0,613.2,0.0,0.0,0.0,613.2,0,0,104,0,0,0,104
1927,1267,withdrawn,2016-05-02,2019-12-31,,2017-05-01,,System Impact Study,Yolo,CA,CAISO,PGAE,CAISO,,C09,NRIS,Generation,Wind,158.4,Wind,2016.0,2019.0,5,2,0,31,0,12,15,0,1,59,271.56,0.0,105.12,131.4,0.0,8.76,516.84,201,0,36,18,0,2,256
1928,1269,withdrawn,2016-05-02,2022-09-15,,2020-03-30,Executed,IA Executed,Humboldt,CA,CAISO,PGAE,CAISO,,C09,ERIS,Generation,Wind,135.3,Wind,2016.0,2022.0,5,2,0,61,0,0,11,0,0,72,534.36,0.0,0.0,96.36,0.0,0.0,630.72,143,0,0,16,0,0,158
1929,127,withdrawn,2006-09-01,2008-08-01,,2007-07-11,,System Impact Study,Contra Costa,CA,CAISO,PGAE,CAISO,,,,Generation,Other,27.2,Other,2006.0,2008.0,9,1,4,7,0,0,48,0,38,92,61.32,0.0,0.0,420.48,0.0,332.88,805.92,24,0,0,70,0,99,194
1931,1271,withdrawn,2016-05-02,2020-12-01,,2017-05-17,,System Impact Study,Santa Clara,CA,CAISO,PGAE,CAISO,,C09,NRIS,Generation,Battery,418.0,Battery,2016.0,2020.0,5,2,0,3,0,0,30,0,0,33,26.28,0.0,0.0,262.8,0.0,0.0,289.08,11,0,0,49,0,0,59
1932,1272,operational,2016-05-02,,2023-12-14,,Executed,IA Executed,San Joaquin,CA,CAISO,PGAE,CAISO,,C09,NRIS,Generation,Battery,25.2,Battery,2016.0,,5,2,0,59,0,11,34,0,4,107,516.84,0.0,96.36,297.84,0.0,35.04,937.32,410,0,11,51,0,4,477
1933,1273,withdrawn,2016-05-02,2019-06-30,,2017-05-02,,System Impact Study,Tehama,CA,CAISO,PGAE,CAISO,,C09,NRIS,Generation,Solar,252.9,Solar,2016.0,2019.0,5,2,0,0,0,21,17,0,1,40,0.0,0.0,183.96,148.92,0.0,8.76,350.4,0,0,22,31,0,2,54
1934,1274,withdrawn,2016-05-02,2020-12-31,,2016-07-06,,Feasibility Study,Stanislaus,CA,CAISO,PGAE,CAISO,,C09,NRIS,Generation,Solar,41.09,Solar,2016.0,2020.0,5,2,0,24,0,16,88,0,0,128,210.24,0.0,140.16,770.88,0.0,0.0,1121.28,126,0,14,201,0,0,342
1936,1276,withdrawn,2016-05-02,2019-05-31,,2016-07-22,,Feasibility Study,Shasta,CA,CAISO,PGAE,CAISO,,C09,NRIS,Generation,Battery,110.0,Battery,2016.0,2019.0,5,2,0,144,0,86,8,0,101,339,1261.44,0.0,753.36,70.08,0.0,884.76,2969.64,711,0,157,15,0,276,1159
1938,1279,withdrawn,2016-05-02,2019-06-30,,2016-07-27,,Feasibility Study,Butte,CA,CAISO,PGAE,CAISO,,C09,NRIS,Generation,Solar,20.9,Solar,2016.0,2019.0,5,2,0,2,0,68,11,0,0,81,17.52,0.0,595.68,96.36,0.0,0.0,709.56,14,0,165,15,0,0,194
1939,128,withdrawn,2006-09-01,2012-12-01,,2009-08-06,,System Impact Study,Fresno,CA,CAISO,PGAE,CAISO,,,,Generation,Gas,600.0,Gas,2006.0,2012.0,9,1,4,56,0,35,1010,0,0,1101,490.56,0.0,306.6,8847.6,0.0,0.0,9644.76,138,0,19,2173,0,0,2330
1940,1280,withdrawn,2016-05-02,2020-06-01,,2016-07-19,,Feasibility Study,San Mateo,CA,CAISO,PGAE,CAISO,,C09,NRIS,Generation,Battery,20.0,Battery,2016.0,2020.0,5,2,0,11,0,0,0,0,0,11,96.36,0.0,0.0,0.0,0.0,0.0,96.36,88,0,0,0,0,0,88
1941,1281,withdrawn,2016-05-02,2020-12-31,,2017-03-10,,Feasibility Study,Stanislaus,CA,CAISO,PGAE,CAISO,,C09,NRIS,Generation,Solar,102.73,Solar,2016.0,2020.0,5,2,0,24,0,16,88,0,0,128,210.24,0.0,140.16,770.88,0.0,0.0,1121.28,126,0,14,201,0,0,342
1942,1282,withdrawn,2016-05-02,2017-06-01,,2017-02-21,,Feasibility Study,Plumas,CA,CAISO,PGAE,CAISO,,C09,NRIS,Generation,Biofuel,35.27,Other,2016.0,2017.0,5,2,0,35,0,28,0,0,0,63,306.6,0.0,245.28,0.0,0.0,0.0,551.88,181,0,2,0,0,0,183
1943,1283,operational,2016-05-02,,2018-04-12,,,System Impact Study,Tuolumne,CA,CAISO,PGAE,CAISO,,C09,NRIS,Generation,Biofuel,10.9,Other,2016.0,,5,2,0,37,0,193,5,0,0,235,324.12,0.0,1690.68,43.8,0.0,0.0,2058.6,167,0,615,7,0,0,789
1944,1284,withdrawn,2016-05-02,2026-12-16,,2022-09-22,Executed,IA Executed,Lake,CA,CAISO,PGAE,CAISO,,C09,NRIS,Generation,Wind,144.9,Wind,2016.0,2026.0,5,2,0,0,396,6,3,0,0,404,0.0,3468.96,52.56,26.28,0.0,0.0,3539.04,0,1328,0,5,0,0,1333
1946,1286,withdrawn,2016-05-02,2020-12-31,,2017-03-09,,Feasibility Study,Imperial,CA,CAISO,SDGE,CAISO,,C09,NRIS,Generation,Solar,729.6,Solar,2016.0,2020.0,5,2,0,0,717,93,2058,0,265,3134,0.0,6280.92,814.68,18028.08,0.0,2321.4,27453.84,0,3472,228,4701,0,363,8763
1947,1287,withdrawn,2016-05-02,2023-12-01,,2018-05-22,,System Impact Study,San Diego,CA,CAISO,SDGE,CAISO,,C09,NRIS,Generation,Wind,207.9,Wind,2016.0,2023.0,5,2,0,30,0,12,153,0,182,378,262.8,0.0,105.12,1340.28,0.0,1594.32,3311.28,137,0,39,358,0,499,1033
1949,1289,withdrawn,2016-05-02,2019-06-01,,2016-07-15,,Feasibility Study,San Diego,CA,CAISO,SDGE,CAISO,,C09,NRIS,Generation,Battery,100.0,Battery,2016.0,2019.0,5,2,0,30,0,12,153,0,182,378,262.8,0.0,105.12,1340.28,0.0,1594.32,3311.28,137,0,39,358,0,499,1033
1950,129,withdrawn,2006-09-13,2010-03-01,,2006-10-24,,System Impact Study,San Bernardino,CA,CAISO,SCE,CAISO,,,,Generation,Wind,400.0,Wind,2006.0,2010.0,9,13,2,0,0,38,987,734,7,1766,0.0,0.0,332.88,8646.12,6429.84,61.32,15470.16,0,0,18,2054,1487,7,3566
1951,1290,withdrawn,2016-05-02,2019-08-01,,2016-07-22,,Feasibility Study,San Diego,CA,CAISO,SDGE,CAISO,,C09,NRIS,Generation,Battery,200.0,Battery,2016.0,2019.0,5,2,0,30,0,12,153,0,182,378,262.8,0.0,105.12,1340.28,0.0,1594.32,3311.28,137,0,39,358,0,499,1033
1952,1292,withdrawn,2016-05-02,2019-03-01,,2017-01-25,,Feasibility Study,San Diego,CA,CAISO,SDGE,CAISO,,C09,NRIS,Generation,Battery,20.0,Battery,2016.0,2019.0,5,2,0,30,0,12,153,0,182,378,262.8,0.0,105.12,1340.28,0.0,1594.32,3311.28,137,0,39,358,0,499,1033
1954,1294,operational,2016-05-02,,2018-06-26,,Executed,IA Executed,San Diego,CA,CAISO,SDGE,CAISO,,C09,NRIS,Generation,Battery,20.0,Battery,2016.0,,5,2,0,30,0,12,153,0,182,378,262.8,0.0,105.12,1340.28,0.0,1594.32,3311.28,137,0,39,358,0,499,1033
1955,1295,operational,2016-05-02,,2024-04-24,,Executed,IA Executed,Riverside,CA,CAISO,SCE,CAISO,,C09,NRIS,Generation,Battery,405.85,Battery,2016.0,,5,2,0,56,0,50,2700,250,576,3630,490.56,0.0,438.0,23652.0,2190.0,5045.76,31798.8,292,0,45,6165,615,1305,8422
1957,1297,withdrawn,2016-05-02,2021-12-31,,2017-03-09,,Feasibility Study,Riverside,CA,CAISO,SCE,CAISO,,C09,NRIS,Generation,Solar,153.45,Solar,2016.0,2021.0,5,2,0,56,0,50,2700,250,576,3630,490.56,0.0,438.0,23652.0,2190.0,5045.76,31798.8,292,0,45,6165,615,1305,8422
1959,1299,withdrawn,2016-05-02,2021-02-01,,2018-03-19,,System Impact Study,Riverside,CA,CAISO,SCE,CAISO,,C09,NRIS,Generation,Wind,158.4,Wind,2016.0,2021.0,5,2,0,56,0,50,2700,250,576,3630,490.56,0.0,438.0,23652.0,2190.0,5045.76,31798.8,292,0,45,6165,615,1305,8422
1960,13,operational,2003-01-03,,2012-08-26,,Executed,IA Executed,San Diego,CA,CAISO,SDGE,CAISO,,,,Generation,Pumped Storage,40.0,Other Storage,2003.0,,1,3,4,30,0,12,153,0,182,378,262.8,0.0,105.12,1340.28,0.0,1594.32,3311.28,137,0,39,358,0,499,1033
1961,130,withdrawn,2006-09-13,2010-12-31,,2008-04-01,,System Impact Study,San Bernardino,CA,CAISO,SCE,CAISO,,,,Generation,Solar,565.0,Solar,2006.0,2010.0,9,13,2,0,0,38,987,734,7,1766,0.0,0.0,332.88,8646.12,6429.84,61.32,15470.16,0,0,18,2054,1487,7,3566
1962,1300,withdrawn,2016-05-02,2019-12-31,,2017-05-01,,System Impact Study,Riverside,CA,CAISO,SCE,CAISO,,C09,NRIS,Generation,Solar,60.8,Solar,2016.0,2019.0,5,2,0,56,0,50,2700,250,576,3630,490.56,0.0,438.0,23652.0,2190.0,5045.76,31798.8,292,0,45,6165,615,1305,8422
1963,1301,withdrawn,2016-05-02,2020-12-31,,2017-04-17,,System Impact Study,Riverside,CA,CAISO,SCE,CAISO,,C09,NRIS,Generation,Solar,120.0,Solar,2016.0,2020.0,5,2,0,56,0,50,2700,250,576,3630,490.56,0.0,438.0,23652.0,2190.0,5045.76,31798.8,292,0,45,6165,615,1305,8422
1964,1303,withdrawn,2016-05-02,2020-08-01,,2016-07-05,,Feasibility Study,Los Angeles,CA,CAISO,SCE,CAISO,,C09,NRIS,Generation,Battery,203.7,Battery,2016.0,2020.0,5,2,0,189,0,215,1343,0,2,1749,1655.64,0.0,1883.4,11764.68,0.0,17.52,15321.24,804,0,89,3022,0,5,3919
1965,1304,withdrawn,2016-05-02,2019-12-31,,2016-06-29,,Feasibility Study,San Bernardino,CA,CAISO,SCE,CAISO,,C09,NRIS,Generation,Solar,71.136,Solar,2016.0,2019.0,5,2,0,0,0,38,987,734,7,1766,0.0,0.0,332.88,8646.12,6429.84,61.32,15470.16,0,0,18,2054,1487,7,3566
1966,1306,withdrawn,2016-05-02,2020-12-31,,2017-03-09,,Feasibility Study,San Bernardino,CA,CAISO,SCE,CAISO,,C09,NRIS,Generation,Solar,205.4,Solar,2016.0,2020.0,5,2,0,0,0,38,987,734,7,1766,0.0,0.0,332.88,8646.12,6429.84,61.32,15470.16,0,0,18,2054,1487,7,3566
1967,1307,withdrawn,2016-05-02,2021-12-31,,2018-05-15,,System Impact Study,San Bernardino,CA,CAISO,SCE,CAISO,,C09,NRIS,Generation,Solar,309.28,Solar,2016.0,2021.0,5,2,0,0,0,38,987,734,7,1766,0.0,0.0,332.88,8646.12,6429.84,61.32,15470.16,0,0,18,2054,1487,7,3566
1968,1308,withdrawn,2016-05-02,2021-06-30,,2019-03-18,,System Impact Study,San Bernardino,CA,CAISO,SCE,CAISO,,C09,NRIS,Generation,Solar,211.0,Solar,2016.0,2021.0,5,2,0,0,0,38,987,734,7,1766,0.0,0.0,332.88,8646.12,6429.84,61.32,15470.16,0,0,18,2054,1487,7,3566
1969,1309,withdrawn,2016-05-02,2019-12-31,,2017-02-14,,Feasibility Study,San Bernardino,CA,CAISO,SCE,CAISO,,C09,NRIS,Generation,Solar,81.4,Solar,2016.0,2019.0,5,2,0,0,0,38,987,734,7,1766,0.0,0.0,332.88,8646.12,6429.84,61.32,15470.16,0,0,18,2054,1487,7,3566
1970,131,operational,2006-09-25,,2013-12-30,,Executed,IA Executed,San Bernardino,CA,CAISO,SCE,CAISO,,,,Generation,Solar,132.0,Solar,2006.0,,9,25,0,0,0,38,987,734,7,1766,0.0,0.0,332.88,8646.12,6429.84,61.32,15470.16,0,0,18,2054,1487,7,3566
1971,1310,withdrawn,2016-05-02,2019-12-31,,2017-02-14,,Feasibility Study,Inyo,CA,CAISO,SCE,CAISO,,C09,NRIS,Generation,Solar,206.7,Solar,2016.0,2019.0,5,2,0,0,302,157,0,0,0,459,0.0,2645.52,1375.32,0.0,0.0,0.0,4020.84,0,1126,160,0,0,0,1286
1972,1311,withdrawn,2016-05-02,2018-12-31,,2017-02-14,,Feasibility Study,Inyo,CA,CAISO,SCE,CAISO,,C09,NRIS,Generation,Solar,78.2,Solar,2016.0,2018.0,5,2,0,0,302,157,0,0,0,459,0.0,2645.52,1375.32,0.0,0.0,0.0,4020.84,0,1126,160,0,0,0,1286
1974,1317,withdrawn,2016-05-02,2020-12-01,,2017-04-25,,System Impact Study,Kern,CA,CAISO,SCE,CAISO,,C09,NRIS,Generation,Battery,406.0,Battery,2016.0,2020.0,5,2,0,127,0,75,4412,0,3576,8190,1112.52,0.0,657.0,38649.12,0.0,31325.76,71744.4,186,0,149,10230,0,7869,18434
1975,1318,withdrawn,2016-05-02,2020-12-31,,2017-05-02,,System Impact Study,Kern,CA,CAISO,SCE,CAISO,,C09,NRIS,Generation,Solar,259.842,Solar,2016.0,2020.0,5,2,0,127,0,75,4412,0,3576,8190,1112.52,0.0,657.0,38649.12,0.0,31325.76,71744.4,186,0,149,10230,0,7869,18434
1976,132,operational,2006-09-27,,2012-12-07,,Executed,IA Executed,Kern,CA,CAISO,SCE,CAISO,,,NRIS,Generation,Wind,162.0,Wind,2006.0,,9,27,2,127,0,75,4412,0,3576,8190,1112.52,0.0,657.0,38649.12,0.0,31325.76,71744.4,186,0,149,10230,0,7869,18434
1977,1320,withdrawn,2016-05-02,2020-12-31,,2017-05-02,,System Impact Study,Kern,CA,CAISO,SCE,CAISO,,C09,NRIS,Generation,Solar,732.0957,Solar,2016.0,2020.0,5,2,0,127,0,75,4412,0,3576,8190,1112.52,0.0,657.0,38649.12,0.0,31325.76,71744.4,186,0,149,10230,0,7869,18434
1978,1321,withdrawn,2016-05-02,2020-12-31,,2018-01-11,,System Impact Study,Kern,CA,CAISO,SCE,CAISO,,C09,NRIS,Generation,Solar,414.96,Solar,2016.0,2020.0,5,2,0,127,0,75,4412,0,3576,8190,1112.52,0.0,657.0,38649.12,0.0,31325.76,71744.4,186,0,149,10230,0,7869,18434
1979,1325,operational,2016-05-02,,2024-09-16,,Executed,IA Executed,Kern,CA,CAISO,SCE,CAISO,,C09,NRIS,Generation,Battery,179.0,Battery,2016.0,,5,2,0,127,0,75,4412,0,3576,8190,1112.52,0.0,657.0,38649.12,0.0,31325.76,71744.4,186,0,149,10230,0,7869,18434
1980,1326,withdrawn,2016-05-02,2020-12-15,,2018-03-19,,System Impact Study,Kern,CA,CAISO,SCE,CAISO,,C09,NRIS,Generation,Solar,83.3,Solar,2016.0,2020.0,5,2,0,127,0,75,4412,0,3576,8190,1112.52,0.0,657.0,38649.12,0.0,31325.76,71744.4,186,0,149,10230,0,7869,18434
1981,1328,withdrawn,2016-05-02,2019-07-01,,2017-03-10,,System Impact Study,Kern,CA,CAISO,SCE,CAISO,,C09,NRIS,Generation,Solar,265.08,Solar,2016.0,2019.0,5,2,0,127,0,75,4412,0,3576,8190,1112.52,0.0,657.0,38649.12,0.0,31325.76,71744.4,186,0,149,10230,0,7869,18434
1982,133,withdrawn,2006-10-03,2010-03-01,,2006-12-21,,System Impact Study,San Bernardino,CA,CAISO,SCE,CAISO,,,,Generation,Wind,140.0,Wind,2006.0,2010.0,10,3,1,0,0,38,987,734,7,1766,0.0,0.0,332.88,8646.12,6429.84,61.32,15470.16,0,0,18,2054,1487,7,3566
1983,1330,withdrawn,2016-05-02,2023-05-15,,2020-10-16,Executed,IA Executed,Los Angeles,CA,CAISO,SCE,CAISO,,C09,NRIS,Generation,Battery,300.0,Battery,2016.0,2023.0,5,2,0,189,0,215,1343,0,2,1749,1655.64,0.0,1883.4,11764.68,0.0,17.52,15321.24,804,0,89,3022,0,5,3919
1984,1333,withdrawn,2016-05-02,2019-12-31,,2017-02-28,,Feasibility Study,Kern,CA,CAISO,SCE,CAISO,,C09,NRIS,Generation,Wind,280.5,Wind,2016.0,2019.0,5,2,0,127,0,75,4412,0,3576,8190,1112.52,0.0,657.0,38649.12,0.0,31325.76,71744.4,186,0,149,10230,0,7869,18434
1988,134,withdrawn,2006-10-09,2010-05-31,,2007-01-31,,System Impact Study,Kern,CA,CAISO,SCE,CAISO,,,,Generation,Gas,200.0,Gas,2006.0,2010.0,10,9,0,127,0,75,4412,0,3576,8190,1112.52,0.0,657.0,38649.12,0.0,31325.76,71744.4,186,0,149,10230,0,7869,18434
1996,135,withdrawn,2006-10-10,2015-12-31,,2013-10-08,Executed,IA Executed,San Bernardino,CA,CAISO,SCE,CAISO,,,,Generation,Wind,60.0,Wind,2006.0,2015.0,10,10,1,0,0,38,987,734,7,1766,0.0,0.0,332.88,8646.12,6429.84,61.32,15470.16,0,0,18,2054,1487,7,3566
1997,1351,withdrawn,2017-05-01,2021-06-01,,2018-02-08,,System Impact Study,Contra Costa,CA,CAISO,PGAE,CAISO,,C10,NRIS,Generation,Battery,45.0,Battery,2017.0,2021.0,5,1,0,7,0,0,48,0,38,92,61.32,0.0,0.0,420.48,0.0,332.88,805.92,24,0,0,70,0,99,194
1998,1353,withdrawn,2017-05-01,2020-10-01,,2018-03-14,,System Impact Study,Calaveras,CA,CAISO,PGAE,CAISO,,C10,NRIS,Generation,Battery,100.0,Battery,2017.0,2020.0,5,1,0,0,0,32,2,0,0,33,0.0,0.0,280.32,17.52,0.0,0.0,289.08,0,0,96,3,0,0,99
1999,1354,withdrawn,2017-05-01,2023-02-14,,2021-05-20,In Progress,In Progress (unknown study),Alameda,CA,CAISO,PGAE,CAISO,,C10,ERIS,Generation,Wind,153.02,Wind,2017.0,2023.0,5,1,0,22,0,0,18,0,286,325,192.72,0.0,0.0,157.68,0.0,2505.36,2847.0,114,0,0,29,0,869,1012
2000,1355,withdrawn,2017-05-01,2019-05-03,,2017-05-22,,Feasibility Study,Mariposa,CA,CAISO,PGAE,CAISO,,C10,NRIS,Generation,Hydro,112.0,Hydro,2017.0,2019.0,5,1,0,0,0,9,0,0,0,9,0.0,0.0,78.84,0.0,0.0,0.0,78.84,0,0,15,0,0,0,15
2001,1356,withdrawn,2017-05-01,2020-10-01,,2017-06-22,,Feasibility Study,San Joaquin,CA,CAISO,PGAE,CAISO,,C10,NRIS,Generation,Battery,60.0,Battery,2017.0,2020.0,5,1,0,59,0,11,34,0,4,107,516.84,0.0,96.36,297.84,0.0,35.04,937.32,410,0,11,51,0,4,477
2002,1357,withdrawn,2017-05-01,2020-06-01,,2018-03-12,,System Impact Study,Yolo,CA,CAISO,PGAE,CAISO,,C10,NRIS,Generation,Wind,152.25,Wind,2017.0,2020.0,5,1,0,31,0,12,15,0,1,59,271.56,0.0,105.12,131.4,0.0,8.76,516.84,201,0,36,18,0,2,256
2003,1358,withdrawn,2017-05-01,2020-06-01,,2018-03-12,,System Impact Study,Yolo,CA,CAISO,PGAE,CAISO,,C10,NRIS,Generation,Wind,101.5,Wind,2017.0,2020.0,5,1,0,31,0,12,15,0,1,59,271.56,0.0,105.12,131.4,0.0,8.76,516.84,201,0,36,18,0,2,256
2004,1359,withdrawn,2017-05-01,2021-12-31,,2018-04-20,,System Impact Study,San Mateo,CA,CAISO,PGAE,CAISO,,C10,NRIS,Generation,Battery,22.99,Battery,2017.0,2021.0,5,1,0,11,0,0,0,0,0,11,96.36,0.0,0.0,0.0,0.0,0.0,96.36,88,0,0,0,0,0,88
