Project #,Project # in Queued Up,Queue Date,Balancing Authority,BA,State,County,Upgrade of Existing Generator,Latitude of POI,Longitude of POI,Substation Newly Built,POI Transmission Line,Transmission Voltage,Study Type,Study Date,Study Year,Restudy,Revision of Study,Fuel,Nameplate MW,Request Status,Service Type,$2024 POI Cost/kW,$2024 Network Cost/kW,$2024 Total Cost/kW
C3-150,C3-150,5/15/23,PacifiCorp,PAC,OR,Douglas,N,43.4026,-123.1938,Y,Alvey - Dixonville transmission line,230,,3/8/24,2024,N,N,Wind,199,Withdrawn,ERIS,11.06,833.17,844.22
C3-169,C3-169,5/15/23,PacifiCorp,PAC,CA,Siskiyou,N,41.9768,-122.3613,N,,230,,3/8/24,2024,N,N,Storage,150,Active,ERIS,14.67,806.92,821.59
C3-175,C3-175,5/15/23,PacifiCorp,PAC,OR,Jackson,N,42.36357,-122.7539,N,,230,,3/8/24,2024,N,N,Storage,250,Withdrawn,ERIS,9.2,760.65,769.85
C3-188,C3-188,5/15/23,PacifiCorp,PAC,OR,Douglas,N,43.2059,-123.2369,N,,230,,3/8/24,2024,N,N,Wind,120,Withdrawn,ERIS,18.33,824.42,842.75
C3-011,C3-011,4/7/23,PacifiCorp,PAC,OR,Lake,N,43.01359,-120.9561,N,,500,,3/8/24,2024,N,N,Storage,199.9,Active,ERIS,12.51,76.04,88.54
C3-041,C3-041,5/8/23,PacifiCorp,PAC,OR,Harney,N,43.6676,-119.0478,Y,,500,,3/8/24,2024,N,N,Solar,400,Active,ERIS,49,35.25,84.25
C3-008,C3-008,4/3/23,PacifiCorp,PAC,OR,Crook,N,44.22983,-120.9357,N,,230,,3/8/24,2024,N,N,Storage,199.9,Active,ERIS,7,312.86,319.86
C3-017,C3-017,4/28/23,PacifiCorp,PAC,OR,Crook,N,44.3075,-120.8537,N,,115,,3/8/24,2024,N,N,Biomass,30,Withdrawn,ERIS,52,619,671
C3-062,C3-062,5/11/23,PacifiCorp,PAC,OR,Crook,N,44.22983,-120.9357,N,,230,,3/8/24,2024,N,N,Solar,199,Active,ERIS,18.59,312.95,331.54
C3-080,C3-080,5/12/23,PacifiCorp,PAC,OR,Jefferson,N,42.5146,-111.7937,N,,69,,3/8/24,2024,N,N,Solar,19.9,Active,ERIS,72.36,337.59,409.95
C3-081,C3-081,5/12/23,PacifiCorp,PAC,OR,Jefferson,N,42.5146,-111.7937,N,,69,,3/8/24,2024,N,N,Solar,19.9,Active,ERIS,66.33,337.59,403.92
C3-096,C3-096,5/12/23,PacifiCorp,PAC,OR,Jefferson,N,44.7651,-121.2521,N,,69,,3/8/24,2024,N,N,Solar,19.9,Active,ERIS,72.36,787.34,859.7
C3-097,C3-097,5/12/23,PacifiCorp,PAC,OR,Jefferson,N,44.7651,-121.2521,N,,69,,3/8/24,2024,N,N,Solar,19.9,Active,ERIS,66.33,787.34,853.67
C3-163,C3-163,5/15/23,PacifiCorp,PAC,OR,Crook,N,44.22983,-120.9357,N,,230,,3/8/24,2024,N,N,Solar,199.9,Active,ERIS,22.01,312.86,334.87
C3-007,C3-007,4/3/23,PacifiCorp,PAC,ID,Owyhee,N,43.34997,-116.6637,N,,500,,4/24/24,2024,N,N,Storage,199.9,Withdrawn,ERIS,23.51,183.19,206.7
C3-010,C3-010,4/3/23,PacifiCorp,PAC,OR,Morrow,N,45.8224,-119.6229,Y,Boardman - Hemingway transmission line,500,,4/24/24,2024,N,N,Storage,199.9,Withdrawn,ERIS,28.51,220.56,249.07
C3-076,C3-076,5/12/23,PacifiCorp,PAC,OR,Morrow,N,45.6062,-119.615,Y,Boardman - Hemingway transmission line,500,,4/24/24,2024,N,N,Solar,199.9,Active,ERIS,24.01,262.83,286.84
C3-077,C3-077,5/12/23,PacifiCorp,PAC,OR,Morrow,N,45.6062,-119.615,Y,Boardman - Hemingway transmission line,500,,4/24/24,2024,N,N,Solar,199.9,Active,ERIS,22.01,262.83,284.84
C3-078,C3-078,5/12/23,PacifiCorp,PAC,OR,Morrow,N,45.6062,-119.615,Y,Boardman - Hemingway transmission line,500,,4/24/24,2024,N,N,Solar,199.9,Active,ERIS,24.01,262.83,286.84
C3-079,C3-079,5/12/23,PacifiCorp,PAC,OR,Morrow,N,45.6062,-119.615,Y,Boardman - Hemingway transmission line,500,,4/24/24,2024,N,N,Solar,199.9,Active,ERIS,22.01,262.83,284.84
C3-085,C3-085,5/12/23,PacifiCorp,PAC,OR,Morrow,N,45.8224,-119.6229,Y,Boardman - Hemingway transmission line,500,,4/24/24,2024,N,N,Solar,19.9,Withdrawn,ERIS,301.51,1884.42,2185.93
C3-149,C3-149,5/15/23,PacifiCorp,PAC,OR,Morrow,N,45.41503,-119.1898,Y,Boardman - Hemingway transmission line,500,,4/24/24,2024,N,N,Solar,500,Withdrawn,ERIS,17.4,231.96,249.36
C3-168,C3-168,5/15/23,PacifiCorp,PAC,ID,Owyhee,N,43.34997,-116.6637,N,,500,,4/24/24,2024,N,N,Storage,175,Active,ERIS,25.71,261.71,287.42
C3-180,C3-180,5/15/23,PacifiCorp,PAC,OR,Morrow,N,43.8808,-117.3986,Y,Boardman - Hemingway transmission line,500,,4/24/24,2024,N,N,Solar,600,Active,ERIS,8.33,198.8,207.13
C3-181,C3-181,5/15/23,PacifiCorp,PAC,OR,Morrow,N,45.5744,-119.4849,Y,Boardman - Hemingway transmission line,500,,4/24/24,2024,N,N,Solar,450,Withdrawn,ERIS,21.78,254.08,275.85
C3-021,C3-021,5/1/23,PacifiCorp,PAC,WA,Walla Walla,N,46.0637,-118.8462,N,,230,,3/8/24,2024,N,N,Wind,100,Active,ERIS,22.1,218.74,240.84
C3-042,C3-042,5/8/23,PacifiCorp,PAC,OR,Wallowa,N,45.4377,-117.2851,N,,230,,3/8/24,2024,N,N,Solar,90,Active,ERIS,75.56,191.41,266.97
C3-088,C3-088,5/12/23,PacifiCorp,PAC,OR,Umatilla,N,45.6674361,-118.7568472,N,,69,,3/8/24,2024,N,N,Solar,19.9,Withdrawn,ERIS,103.52,487.04,590.55
C3-140,C3-140,5/15/23,PacifiCorp,PAC,WA,Walla Walla,N,46.1936,-118.5713,Y,Walla Walla - Wanapum transmission line,230,,3/8/24,2024,N,N,Solar,199,Active,ERIS,11.21,25.75,36.95
C3-191,C3-191,5/15/23,PacifiCorp,PAC,OR,Umatilla,N,45.9221,-119.0952,N,,230,,3/8/24,2024,N,N,Solar,300,Withdrawn,ERIS,7.2,54.24,61.44
C3-192,C3-192,5/15/23,PacifiCorp,PAC,OR,Umatilla,N,45.9221,-119.0952,N,,230,,3/8/24,2024,N,N,Wind,200,Withdrawn,ERIS,10.8,69,79.8
C3-032,C3-032,5/4/23,PacifiCorp,PAC,WA,Cowlitz,N,45.9776,-122.7224,Y,Merwin - Kalama - Cardwell line,115,,3/8/24,2024,N,N,Wind,150,Withdrawn,ERIS,10,484.63,494.63
C3-033,C3-033,5/4/23,PacifiCorp,PAC,WA,Cowlitz,N,45.9776,-122.7224,Y,Merwin - Kalama - Cardwell line,115,,3/8/24,2024,N,N,Wind,150,Withdrawn,ERIS,10,484.63,494.63
C3-047,C3-047,5/8/23,PacifiCorp,PAC,WA,Clark,N,45.9528,-122.5648,N,,115,,3/8/24,2024,N,N,Storage,200,Withdrawn,ERIS,10,481.12,491.12
C3-048,C3-048,5/8/23,PacifiCorp,PAC,WA,Clark,N,45.9862,-122.4385,Y,Swift - Troutdale transmission line,230,,3/8/24,2024,N,N,Storage,300,Withdrawn,ERIS,7.33,498.29,505.63
C3-031,C3-031,5/4/23,PacifiCorp,PAC,OR,Linn,N,44.2477,-123.04765,N,,230,,3/8/24,2024,N,N,Wind,100,Withdrawn,ERIS,23,36.78,59.78
C3-116,C3-116,5/15/23,PacifiCorp,PAC,OR,Marion,N,44.7696,-122.947,N,,230,,3/8/24,2024,N,N,Storage,100,Withdrawn,ERIS,21,43.78,64.78
C3-187,C3-187,5/15/23,PacifiCorp,PAC,OR,Marion,N,44.7696,-122.947,N,,230,,3/8/24,2024,N,N,Storage,199,Active,ERIS,10.55,28.36,38.91
C1-08,C1-08,4/15/21,PacifiCorp,PAC,UT,Juab,N,39.7894,-111.8962,N,,345,,1/5/24,2024,N,N,Solar,199,Withdrawn,NRIS,5.98,72.69,78.67
C3-009,C3-009,4/3/23,PacifiCorp,PAC,WY,Carbon,N,42.011,-106.3787,N,,230,,3/8/24,2024,N,N,Storage,199.9,Withdrawn,NRIS,15.61,1179.87,1195.48
C3-013,C3-013,4/24/23,PacifiCorp,PAC,WY,Carbon,N,42.011,-106.3787,N,,500,,3/8/24,2024,N,N,Storage,900,Withdrawn,NRIS,8.26,1168.3,1176.56
C3-024,C3-024,5/2/23,PacifiCorp,PAC,WY,Carbon,N,42.011,-106.3787,N,,500,,3/8/24,2024,N,N,Wind,600,Withdrawn,NRIS,7.45,1175.9,1183.35
C3-025,C3-025,5/4/23,PacifiCorp,PAC,WY,Carbon,N,42.011,-106.3787,N,,500,,3/8/24,2024,N,N,Wind,600,Withdrawn,NRIS,7.45,1175.9,1183.35
C3-038,C3-038,5/8/23,PacifiCorp,PAC,WY,Converse,N,42.8818,-106.0304,,Casper-Latigo,230,,3/8/24,2024,N,N,Solar,199,Active,NRIS,17.59,1182.36,1199.94
C3-052,C3-052,5/10/23,PacifiCorp,PAC,WY,Carbon,N,41.7497,-107.10503,,Aeolus - Anticline,500,,3/8/24,2024,N,N,Solar,1000,Withdrawn,NRIS,13.54,1244.56,1258.1
C3-119,C3-119,5/15/23,PacifiCorp,PAC,WY,Natrona,N,,,,Casper - Riverton,230,,3/8/24,2024,N,N,Solar,176,Withdrawn,NRIS,20.91,1217.14,1238.05
C3-120,C3-120,5/15/23,PacifiCorp,PAC,WY,Campbell,N,44.314,-105.6816,,Buffalo - Wyodak,230,,3/8/24,2024,N,N,Wind,199.9,Withdrawn,NRIS,16.26,1209.48,1225.74
C3-185,C3-185,5/15/23,PacifiCorp,PAC,WY,Carbon,N,42.011,-106.3787,N,,230,,3/8/24,2024,N,N,Wind,450,Withdrawn,NRIS,6.93,1165,1171.93
C3-020,C3-020,4/28/23,PacifiCorp,PAC,WY,Albany,N,41.2703,-105.6099,N,,115,,3/8/24,2024,N,N,Solar,80,Withdrawn,NRIS,43.75,2943.75,2987.5
C3-003,C3-003,4/3/23,PacifiCorp,PAC,WY,Sweetwater,N,41.7137,-108.7469,N,,345,,3/8/24,2024,N,N,Storage,199.9,Withdrawn,NRIS,18.01,2159.64,2177.65
C3-015,C3-015,4/28/23,PacifiCorp,PAC,WY,Sweetwater,N,41.7137,-108.7469,N,,345,,3/8/24,2024,N,N,Wind,500,Active,NRIS,6.8,2138.82,2145.62
C3-016,C3-016,4/28/23,PacifiCorp,PAC,WY,Sweetwater,N,41.7137,-108.7469,N,,345,,3/8/24,2024,N,N,Wind,500,Withdrawn,NRIS,6.8,2138.82,2145.62
C3-022,C3-022,5/2/23,PacifiCorp,PAC,WY,Sweetwater,N,41.7137,-108.7469,N,,345,,3/8/24,2024,N,N,Wind,300,Active,NRIS,12.67,2148.07,2160.73
C3-023,C3-023,5/2/23,PacifiCorp,PAC,WY,Sweetwater,N,41.7137,-108.7469,N,,345,,3/8/24,2024,N,N,Wind,300,Withdrawn,NRIS,12.67,2148.07,2160.73
C3-037,C3-037,5/8/23,PacifiCorp,PAC,ID,Bannock,N,42.4242,-112.15236,N,,345,,3/8/24,2024,N,N,Solar,199,Withdrawn,NRIS,26.13,2163.65,2189.78
C3-099,C3-099,5/12/23,PacifiCorp,PAC,ID,Caribou,N,42.7102,-111.5964,N,,345,,3/8/24,2024,N,N,Solar,199,Withdrawn,NRIS,21.61,2165.66,2187.27
C3-100,C3-100,5/12/23,PacifiCorp,PAC,ID,Bannock,N,42.4242,-112.15236,N,,345,,3/8/24,2024,N,N,Storage,199,Withdrawn,NRIS,16.58,2163.65,2180.23
C3-105,C3-105,5/12/23,PacifiCorp,PAC,ID,Bannock,N,42.4242,-112.15236,N,,345,,3/8/24,2024,N,N,Solar,300,Active,NRIS,18.67,2150.62,2169.29
C3-111,C3-111,5/15/23,PacifiCorp,PAC,ID,Caribou,N,42.7288,-111.5289,N,,138,,3/8/24,2024,N,N,Solar,95,Active,NRIS,31.58,2229.17,2260.75
C3-147,C3-147,5/15/23,PacifiCorp,PAC,WY,Sweetwater,N,41.7137,-108.7469,N,,345,,3/8/24,2024,N,N,Storage,350,Active,NRIS,10.29,2144.77,2155.05
C3-183,C3-183,5/15/23,PacifiCorp,PAC,ID,Bingham,N,42.7502,-112.9304,N,,345,,3/8/24,2024,N,N,Solar,199.9,Withdrawn,NRIS,23.01,41.92,64.93
C3-186,C3-186,5/15/23,PacifiCorp,PAC,ID,Blaine,N,42.7446,-113.6872,Y,Borah-Midpoint,345,,3/8/24,2024,N,N,Solar,300,Active,NRIS,18.67,129.9,148.57
C3-104,C3-104,5/12/23,PacifiCorp,PAC,ID,Bingham,N,43.4411,-112.61739,Y,Antelope - Goshen,161,,3/8/24,2024,N,N,Wind,300,Withdrawn,NRIS,7.43,382.71,390.14
C3-153,C3-153,5/15/23,PacifiCorp,PAC,ID,Bingham,N,43.4411,-112.61739,Y,Antelope - Goshen,161,,3/8/24,2024,N,N,Solar,199,Active,NRIS,11.21,389.76,400.96
C3-154,C3-154,5/15/23,PacifiCorp,PAC,ID,Bingham,N,43.4411,-112.61739,Y,Antelope - Goshen,161,,3/8/24,2024,N,N,Solar,199,Active,NRIS,11.21,389.76,400.96
C3-155,C3-155,5/15/23,PacifiCorp,PAC,ID,Bingham,N,43.4411,-112.61739,Y,Antelope - Goshen,161,,3/8/24,2024,N,N,Solar,199,Active,NRIS,11.21,389.76,400.96
C3-156,C3-156,5/15/23,PacifiCorp,PAC,ID,Bingham,N,43.4411,-112.61739,Y,Antelope - Goshen,161,,3/8/24,2024,N,N,Solar,100,Active,NRIS,22.3,410.49,432.79
C3-157,C3-157,5/15/23,PacifiCorp,PAC,ID,Bingham,N,43.4411,-112.61739,Y,Antelope - Goshen,161,,3/8/24,2024,N,N,Solar,100,Active,NRIS,22.3,410.49,432.79
C3-159,C3-159,5/15/23,PacifiCorp,PAC,ID,Jefferson,N,43.7146,-112.2212,N,,161,,3/8/24,2024,N,N,Solar,199,Withdrawn,NRIS,18.59,388.67,407.26
C3-172,C3-172,5/15/23,PacifiCorp,PAC,ID,Jefferson,N,43.7146,-112.2212,N,,161,,3/8/24,2024,N,N,Storage,100,Active,NRIS,22,408.32,430.32
C3-173,C3-173,5/15/23,PacifiCorp,PAC,ID,Jefferson,N,43.3091,-112.1218,N,,345,,3/8/24,2024,N,N,Storage,200,Active,NRIS,12.75,386.32,399.06
C3-026,C3-026,5/4/23,PacifiCorp,PAC,UT,Box Elder,N,41.8152028,-112.0588972,N,,345,,3/8/24,2024,N,N,Storage,199,Withdrawn,NRIS,12.71,798.99,811.7
C3-045,C3-045,5/8/23,PacifiCorp,PAC,UT,Box Elder,N,41.8152028,-112.0588972,N,,345,,3/8/24,2024,N,N,Storage,300,Active,NRIS,9.13,792.31,801.44
C3-049,C3-049,5/8/23,PacifiCorp,PAC,UT,Box Elder,N,41.7182,-112.2273,N,,138,,3/8/24,2024,N,N,Solar,30,Active,NRIS,124,779.13,903.13
C3-050,C3-050,5/8/23,PacifiCorp,PAC,UT,Box Elder,N,41.8866,-112.1335,N,,138,,3/8/24,2024,N,N,Solar,49,Active,NRIS,84.08,832.2,916.29
C3-051,C3-051,5/10/23,PacifiCorp,PAC,ID,Franklin,N,42.26705,-111.7493,N,,138,,3/8/24,2024,N,N,Storage,200,Active,NRIS,10.25,886.64,896.9
C3-057,C3-057,5/11/23,PacifiCorp,PAC,UT,Box Elder,N,41.6614,-112.431,N,,138,,3/8/24,2024,N,N,Solar,30,Active,NRIS,124,864.3,988.3
C3-108,C3-108,5/15/23,PacifiCorp,PAC,ID,Franklin,N,42.2225,-111.8496,Y,Ben Lomond - Populus East #1 ,345,,3/8/24,2024,N,N,Solar,250,Withdrawn,NRIS,15.2,868.74,883.94
C3-112,C3-112,5/15/23,PacifiCorp,PAC,ID,Oneida,N,42.1715,-112.2253,Y,Ben Lomond - Populus #1 ,345,,3/8/24,2024,N,N,Solar,250,Withdrawn,NRIS,13.6,821.14,834.74
C3-133,C3-133,5/15/23,PacifiCorp,PAC,UT,Box Elder,N,41.8681,-112.1698,Y,Ben Lomond - Populus #1 ,345,,3/8/24,2024,N,N,Solar,300,Active,NRIS,12,814.14,826.14
C3-144,C3-144,5/15/23,PacifiCorp,PAC,UT,Box Elder,N,41.8866,-112.1335,N,,138,,3/8/24,2024,N,N,Solar,100,Withdrawn,NRIS,39,805.14,844.14
C3-170,C3-170,5/15/23,PacifiCorp,PAC,UT,Weber,N,41.1912,-111.9866,N,,138,,3/8/24,2024,N,N,Storage,199.9,Withdrawn,NRIS,9.1,793.65,802.76
C3-115,C3-115,5/15/23,PacifiCorp,PAC,UT,Salt Lake,N,41.0947,-112.0435,N,,138,,3/8/24,2024,N,N,Storage,100,Withdrawn,NRIS,24,116.57,140.57
C3-130,C3-130,5/15/23,PacifiCorp,PAC,UT,Salt Lake,N,40.5668,-112.0458,N,,138,,3/8/24,2024,N,N,Storage,199,Withdrawn,NRIS,10.05,100.66,110.71
C3-131,C3-131,5/15/23,PacifiCorp,PAC,UT,Salt Lake,N,40.5645,-112.0283,N,,345,,3/8/24,2024,N,N,Storage,199,Withdrawn,NRIS,12.56,91.11,103.67
C3-171,C3-171,5/15/23,PacifiCorp,PAC,UT,Weber,N,39.5457,-112.6161,N,,345,,3/8/24,2024,N,N,Storage,199.9,Active,NRIS,13.01,132.1,145.1
C3-182,C3-182,5/15/23,PacifiCorp,PAC,UT,Salt Lake,N,40.5668,-112.0458,N,,138,,3/8/24,2024,N,N,Storage,190,Withdrawn,NRIS,10.53,101.47,111.99
C3-189,C3-189,5/15/23,PacifiCorp,PAC,UT,Salt Lake,N,40.7164,-112.0291,N,,138,,3/8/24,2024,N,N,Storage,49,Withdrawn,NRIS,40.82,138.67,179.49
C3-018,C3-018,4/28/23,PacifiCorp,PAC,UT,Juab,N,39.5055,-111.92854,Y,Sigurd – Clover #2,345,,3/8/24,2024,N,N,Solar,250,Withdrawn,NRIS,24.8,322.68,347.48
C3-027,C3-027,5/4/23,PacifiCorp,PAC,UT,Juab,N,39.82258,-111.9048,N,,345,,3/8/24,2024,N,N,Solar,275,Active,NRIS,13.09,304.62,317.71
C3-034,C3-034,5/4/23,PacifiCorp,PAC,UT,Utah,N,40.2602,-112.0177,N,,345,,3/8/24,2024,N,N,Solar,300,Withdrawn,NRIS,11,295.81,306.81
C3-053,C3-053,5/10/23,PacifiCorp,PAC,UT,Utah,N,40.2602,-112.0177,N,,345,,3/8/24,2024,N,N,Gas,300,Active,NRIS,9.67,295.78,305.45
C3-054,C3-054,5/10/23,PacifiCorp,PAC,UT,Utah,N,40.2602,-112.0177,N,,345,,3/8/24,2024,N,N,Gas,166,Withdrawn,NRIS,18.67,316.6,335.27
C3-055,C3-055,5/10/23,PacifiCorp,PAC,UT,Utah,N,40.2602,-112.0177,N,,345,,3/8/24,2024,N,N,Solar,199,Active,NRIS,15.58,308.88,324.46
C3-056,C3-056,5/10/23,PacifiCorp,PAC,UT,Utah,N,40.2602,-112.0177,N,,345,,3/8/24,2024,N,N,Solar,199,Active,NRIS,15.58,308.88,324.46
C3-092,C3-092,5/12/23,PacifiCorp,PAC,UT,Tooele,N,40.3524,-112.4576,Y,,46,,3/8/24,2024,N,N,Solar,19.9,Withdrawn,NRIS,125.63,1149.45,1275.08
C3-121,C3-121,5/15/23,PacifiCorp,PAC,UT,Utah,N,40.089,-112.072,N,Clover-Limber,500,,3/8/24,2024,N,N,Solar,199,Withdrawn,NRIS,19.6,308.27,327.86
C3-122,C3-122,5/15/23,PacifiCorp,PAC,UT,Utah,N,40.2602,-112.0177,N,,345,,3/8/24,2024,N,N,Solar,400,Active,NRIS,13.75,289.38,303.13
C3-124,C3-124,5/15/23,PacifiCorp,PAC,UT,Juab,N,39.5055,-111.92854,Y,Clover - Sigurd #2,345,,3/8/24,2024,N,N,Solar,300,Active,NRIS,15,313.91,328.91
C3-134,C3-134,5/15/23,PacifiCorp,PAC,UT,Utah,N,40.2602,-112.0177,N,,345,,3/8/24,2024,N,N,Solar,100,Active,NRIS,33,347.3,380.3
C3-135,C3-135,5/15/23,PacifiCorp,PAC,UT,Utah,N,40.2602,-112.0177,N,,345,,3/8/24,2024,N,N,Storage,150,Active,NRIS,20,321.55,341.55
C3-136,C3-136,5/15/23,PacifiCorp,PAC,UT,Tooele,N,40.5717,-112.3958,Y,,138,,3/8/24,2024,N,N,Storage,160,Withdrawn,NRIS,15.62,449.45,465.08
C3-139,C3-139,5/15/23,PacifiCorp,PAC,UT,Utah,N,40.2602,-112.0177,N,,345,,3/8/24,2024,N,N,Storage,150,Withdrawn,NRIS,20,321.55,341.55
C3-142,C3-142,5/15/23,PacifiCorp,PAC,UT,Tooele,N,40.0996,-112.2089,Y,Clover - Limber,500,,3/8/24,2024,N,N,Solar,300,Active,NRIS,18.33,377.74,396.07
C3-165,C3-165,5/15/23,PacifiCorp,PAC,UT,Tooele,N,40.3879,-112.4561,N,,345,,3/8/24,2024,N,N,Solar,199.9,Active,NRIS,16.01,287.58,303.59
C3-012,C3-012,4/17/23,PacifiCorp,PAC,UT,Emery,N,38.9877,-110.1379,N,Helper-Moab,138,,3/8/24,2024,N,N,Solar,100,Withdrawn,NRIS,33.2,1771.67,1804.87
C3-058,C3-058,5/11/23,PacifiCorp,PAC,UT,Carbon,N,39.1162,-113.6199,N,,138,,3/8/24,2024,N,N,Solar,100,Withdrawn,NRIS,47.5,1770.67,1818.17
C3-059,C3-059,5/11/23,PacifiCorp,PAC,UT,Duchesne,N,39.4245,-112.4739,N,,138,,3/8/24,2024,N,N,Solar,100,Withdrawn,NRIS,37.5,1688.01,1725.51
C3-117,C3-117,5/15/23,PacifiCorp,PAC,UT,Duchesne,N,40.2634,-110.1356,N,Ashley - Carbon,138,,3/8/24,2024,N,N,Solar,100,Withdrawn,NRIS,19.6,1688.01,1707.61
C3-118,C3-118,5/15/23,PacifiCorp,PAC,UT,Duchesne,N,40.2223,-110.1182,Y,Upalco - Myton,69,,3/8/24,2024,N,N,Solar,4.99,Withdrawn,NRIS,460.92,3389.98,3850.9
C3-123,C3-123,5/15/23,PacifiCorp,PAC,UT,Carbon,N,39.595,-110.6888,N,,138,,3/8/24,2024,N,N,Solar,85,Active,NRIS,27.76,1679.61,1707.38
C3-128,C3-128,5/15/23,PacifiCorp,PAC,UT,Carbon,N,39.7033,-110.8699,N,,138,,3/8/24,2024,N,N,Solar,49,Withdrawn,NRIS,47.76,1713.61,1761.37
C3-176,C3-176,5/15/23,PacifiCorp,PAC,UT,Duchesne,N,40.2634,-110.1356,N,Ashley Valley - Carbon transmission line,138,,3/8/24,2024,N,N,Solar,100,Withdrawn,NRIS,34,1688.01,1722.01
C3-001,C3-001,4/3/23,PacifiCorp,PAC,UT,Emery,N,39.1771,-111.0284,N,,138,,3/8/24,2024,N,N,Storage,199.9,Withdrawn,NRIS,8.5,1396.2,1404.7
C3-002,C3-002,4/3/23,PacifiCorp,PAC,UT,Emery,N,39.1771,-111.0284,N,,138,,3/8/24,2024,N,N,Storage,199.9,Withdrawn,NRIS,8.5,1396.2,1404.7
C3-005,C3-005,4/3/23,PacifiCorp,PAC,UT,Emery,N,39.3833,-111.0859,N,,138,,3/8/24,2024,N,N,Storage,199.9,Withdrawn,NRIS,9,1443.47,1452.48
C3-006,C3-006,4/3/23,PacifiCorp,PAC,UT,Emery,N,39.3833,-111.0859,N,,138,,3/8/24,2024,N,N,Storage,199.9,Withdrawn,NRIS,9,1443.47,1452.48
C3-040,C3-040,5/8/23,PacifiCorp,PAC,UT,Emery,N,38.906,-111.2201,N,Emery - Sigurd #2,345,,3/8/24,2024,N,N,Solar,150,Active,NRIS,26,1454.36,1480.36
C3-061,C3-061,5/11/23,PacifiCorp,PAC,UT,San Juan,N,37.8689,-109.3162,N,,345,,3/8/24,2024,N,N,Solar,120,Active,NRIS,31.58,1446.86,1478.44
C3-129,C3-129,5/15/23,PacifiCorp,PAC,UT,San Juan,N,39.7033,-110.8699,Y,Huntington - Pinto,345,,3/8/24,2024,N,N,Solar,199,Withdrawn,NRIS,15.58,1503.27,1518.85
C3-137,C3-137,5/15/23,PacifiCorp,PAC,NM,San Juan,N,36.8515,-108.6333,Y,Four Corners - Pinto,345,,3/8/24,2024,N,N,Solar,450,Active,NRIS,8,1439.03,1447.03
C3-164,C3-164,5/15/23,PacifiCorp,PAC,UT,San Juan,N,37.8689,-109.3162,N,,345,,3/8/24,2024,N,N,Solar,199.9,Active,NRIS,14.66,1423.21,1437.87
C3-166,C3-166,5/15/23,PacifiCorp,PAC,UT,San Juan,N,37.3341,-109.5309,Y,Four Corners - Pinto transmission line,345,,3/8/24,2024,N,N,Solar,199.5,Withdrawn,NRIS,16.54,1494.46,1511
C3-167,C3-167,5/15/23,PacifiCorp,PAC,UT,San Juan,N,37.8689,-109.3162,N,,345,,3/8/24,2024,N,N,Storage,300,Active,NRIS,7.3,1411.36,1418.66
C3-184,C3-184,5/15/23,PacifiCorp,PAC,UT,San Juan,N,37.8689,-109.3162,N,,345,,3/8/24,2024,N,N,Solar,199.9,Active,NRIS,20.86,1423.21,1444.07
C3-036,C3-036,5/8/23,PacifiCorp,PAC,UT,Millard,N,39.1542,-112.3628,N,,230,,3/8/24,2024,N,N,Solar,500,Active,NRIS,10.6,455.48,466.08
C3-101,C3-101,5/12/23,PacifiCorp,PAC,UT,Millard,N,39.1544,-112.3632,N,,230,,3/8/24,2024,N,N,Solar,300,Withdrawn,NRIS,15.33,470.81,486.15
C3-110,C3-110,5/15/23,PacifiCorp,PAC,UT,Millard,N,39.1162,-113.6199,Y,Pavant - Gonder,230,,3/8/24,2024,N,N,Solar,250,Withdrawn,NRIS,11.2,496.88,508.08
C3-125,C3-125,5/15/23,PacifiCorp,PAC,UT,Millard,N,39.1519,-112.7305,N,,69,,3/8/24,2024,N,N,Solar,75,Active,NRIS,30.67,537.8,568.47
C3-132,C3-132,5/15/23,PacifiCorp,PAC,UT,Millard,N,39.0621,-112.0808,Y,Pavant - Sigurd,230,,3/8/24,2024,N,N,Solar,199,Active,NRIS,13.07,513.88,526.95
C3-028,C3-028,5/4/23,PacifiCorp,PAC,UT,Iron,N,37.8008,-113.1594,N,,345,,3/8/24,2024,N,N,Solar,250,Withdrawn,NRIS,17.2,1104.92,1122.12
C3-060,C3-060,5/11/23,PacifiCorp,PAC,UT,Iron,N,37.8832,-112.9096,N,,138,,3/8/24,2024,N,N,Solar,200,Active,NRIS,22.25,1107.02,1129.27
C3-089,C3-089,5/12/23,PacifiCorp,PAC,UT,Washington,N,37.1666,-113.67305,N,,12.47,,3/8/24,2024,N,N,Solar,4.99,Withdrawn,NRIS,252.51,1138.68,1391.18
C3-090,C3-090,5/12/23,PacifiCorp,PAC,UT,Washington,N,37.1666,-113.67305,N,,12.47,,3/8/24,2024,N,N,Solar,19.9,Withdrawn,NRIS,63.32,1093.62,1156.93
C3-093,C3-093,5/12/23,PacifiCorp,PAC,UT,Sevier,N,38.8444,-111.993,N,,46,,3/8/24,2024,N,N,Solar,19.9,Withdrawn,NRIS,105.53,1181.56,1287.09
C3-094,C3-094,5/12/23,PacifiCorp,PAC,UT,Sevier,N,38.8444,-111.993,N,,46,,3/8/24,2024,N,N,Solar,19.9,Withdrawn,NRIS,105.53,1181.56,1287.09
C3-095,C3-095,5/12/23,PacifiCorp,PAC,UT,Washington,N,37.1201,-113.5408,N,,34.5,,3/8/24,2024,N,N,Solar,19.9,Withdrawn,NRIS,190.95,1470.5,1661.46
